#======= TRAJECTORY BEGIN: Sample1 - Cubic Trajectory
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),    Angle(rel)
#--------             meters,     meters,     radians,    meters,     meters,     radians
#--------Waypoint:     0.381       2.667      -0.785       0.000       0.000       0.000
#--------Waypoint:     2.667       1.651       0.000       2.335       0.898       0.785
#--------Waypoint:     5.334       2.692       0.785       3.484       3.520       1.571
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          1.11760  m/s
#--------Maximum Acceleration:      0.88900  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          1.11760  m/s
#--------Track width:               1.27000  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           Yes
#--------Maximum Centripetal Acceleration:      0.17780  m/s^2
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   3.42284,    0.78321,    0.14440,    2.09731,    0.68897,    0.67803,    0.28985,Segment:  29
   3.52175,    0.79749,    0.16070,    2.15764,    0.73868,    0.70029,    0.27956,Segment:  30
   3.61956,    0.81321,    0.17771,    2.21731,    0.79009,    0.72189,    0.26886,Segment:  31
   3.71622,    0.83039,    0.19551,    2.27638,    0.84321,    0.74281,    0.25785,Segment:  32
   3.81168,    0.84905,   -0.01695,    2.33487,    0.89803,    0.76303,    0.24664,Segment:  33
   3.90708,    0.84744,   -0.02225,    2.39279,    0.95454,    0.78303,    0.24758,Segment:  34
   4.00359,    0.84529,   -0.02673,    2.45010,    1.01274,    0.80330,    0.24884,Segment:  35
   4.10123,    0.84268,   -0.03045,    2.50671,    1.07263,    0.82387,    0.25038,Segment:  36
   4.20003,    0.83967,   -0.03343,    2.56253,    1.13420,    0.84475,    0.25218,Segment:  37
   4.30002,    0.83633,   -0.03572,    2.61750,    1.19745,    0.86597,    0.25420,Segment:  38
   4.40123,    0.83271,   -0.03735,    2.67152,    1.26236,    0.88753,    0.25641,Segment:  39
   4.50366,    0.82889,   -0.03837,    2.72452,    1.32895,    0.90945,    0.25879,Segment:  40
   4.60735,    0.82491,   -0.03880,    2.77642,    1.39719,    0.93175,    0.26129,Segment:  41
   4.71230,    0.82084,   -0.03869,    2.82715,    1.46709,    0.95443,    0.26389,Segment:  42
   4.81854,    0.81673,   -0.03806,    2.87661,    1.53864,    0.97750,    0.26655,Segment:  43
   4.92607,    0.81263,   -0.03695,    2.92473,    1.61184,    1.00096,    0.26924,Segment:  44
   5.03489,    0.80861,   -0.03540,    2.97143,    1.68668,    1.02483,    0.27193,Segment:  45
   5.14501,    0.80471,   -0.03342,    3.01664,    1.76315,    1.04911,    0.27457,Segment:  46
   5.25644,    0.80099,   -0.03105,    3.06026,    1.84125,    1.07379,    0.27713,Segment:  47
   5.36917,    0.79749,   -0.02831,    3.10222,    1.92098,    1.09887,    0.27956,Segment:  48
   5.48320,    0.79426,   -0.02523,    3.14245,    2.00233,    1.12434,    0.28184,Segment:  49
   5.59852,    0.79135,   -0.02183,    3.18086,    2.08530,    1.15021,    0.28392,Segment:  50
   5.71512,    0.78881,   -0.01814,    3.21736,    2.16988,    1.17645,    0.28575,Segment:  51
   5.83297,    0.78667,   -0.01416,    3.25189,    2.25606,    1.20306,    0.28731,Segment:  52
   5.95208,    0.78498,   -0.00992,    3.28436,    2.34384,    1.23001,    0.28854,Segment:  53
   6.07241,    0.78379,   -0.00544,    3.31469,    2.43322,    1.25729,    0.28942,Segment:  54
   6.19394,    0.78313,   -0.00074,    3.34280,    2.52419,    1.28487,    0.28991,Segment:  55
   6.31665,    0.78304,    0.00418,    3.36862,    2.61675,    1.31274,    0.28998,Segment:  56
   6.44049,    0.78355,    0.00929,    3.39205,    2.71088,    1.34085,    0.28960,Segment:  57
   6.56545,    0.78471,    0.01459,    3.41303,    2.80659,    1.36919,    0.28874,Segment:  58
   6.69148,    0.78655,    0.02006,    3.43147,    2.90388,    1.39772,    0.28739,Segment:  59
   6.81854,    0.78910,    0.02569,    3.44729,    3.00272,    1.42640,    0.28554,Segment:  60
   6.94660,    0.79239,   -0.32609,    3.46042,    3.10313,    1.45520,    0.28317,Segment:  61
   7.07958,    0.74903,   -0.88900,    3.47076,    3.20509,    1.48408,    0.28029,Segment:  62
   7.23190,    0.61361,   -0.88900,    3.47825,    3.30860,    1.51300,    0.27690,Segment:  63
   7.43240,    0.43537,   -0.88900,    3.48280,    3.41366,    1.54192,    0.27302,Segment:  64
   7.92213,    0.00000,   -0.88900,    3.48434,    3.52026,    1.57080,    0.26866,Segment:  65
#======= TRAJECTORY END: Sample1 - Cubic Trajectory
